id,source,target,date,time,amount,currency
d7d4c1bd-96cb-42dc-8313-5e8a189bc5bd|648e137a-2cb8-470d-8614-c136ede06350|acd4db1c-ef6b-47c3-ae71-41997807000d|06/07/2016|13:38:41|13976.194071288332|None
6beab79f-b70a-44b6-8a12-7ef617193c74|4ad8a20d-bbc0-4546-8123-b3481dc7f2d8|0fe18fbd-1de2-46ed-80bd-d24dbf233590|07/19/2016|21:52:54|57542.547689967505|None
e70b9fe4-8785-4848-b09c-141ffef92313|46a31561-26b6-468b-83eb-e57f04465466|be1e8da9-5d98-4144-9000-c04d144bdfea|15/10/2015|20:59:35|55313.27430825694|None
a6c6f088-5897-4ff5-ba57-37556c85ad9c|558b312f-ef63-4a3f-9384-dc5246b8afb3|c1d033d1-a78b-4e6b-bc90-81db58d80481|09/20/2016|22:55:55|31792.395095418568|None
26ac2a98-6083-46e3-989e-f6f651b51c63|b7aac3b8-d933-467c-a888-5234e62db0b7|46a31561-26b6-468b-83eb-e57f04465466|14/10/2015|20:59:35|55520.491358898274|None
2a2b1f18-ca3b-4289-a129-9fbddfd897d6|f90a482b-8dff-47ff-9fae-6b5f5e8f7b72|0c26d4e3-fcd7-4f25-bf14-2e6f4263e24a|08/29/2016|19:45:51|49567.583791650555|None
f5dd4d85-0724-46d4-87a4-6c4bf1e07a56|7434b287-b23c-4827-a885-88b24a185863|558b312f-ef63-4a3f-9384-dc5246b8afb3|09/20/2016|12:55:55|31795.914841875394|None
2e4c9f9a-2b44-4185-8326-1f4fdb65278a|3ad53189-f52c-4392-a1b2-c554d7a605c4|4ad8a20d-bbc0-4546-8123-b3481dc7f2d8|07/19/2016|21:52:54|57686.92270674124|None
3771ddfc-f64d-43cc-86e4-a6415afc06c3|9a871988-a569-4d82-be75-d7c57c3757c4|3ad53189-f52c-4392-a1b2-c554d7a605c4|07/19/2016|21:52:36|57786.51974314873|None
64dcf1bf-1c16-42d1-9b0a-dbf6b12aeeee|be3b7f40-bcf9-4220-a813-d7dd23423597|dbf4530e-b04b-4b66-895b-14113bb5d266|02/02/2017|06:00:30|72358.64363399346|None
37d63260-49a3-44ba-8e13-d7036655c3b5|be1e8da9-5d98-4144-9000-c04d144bdfea|48a15c3e-9aab-4da8-875c-ff814b4fcac5|16/10/2015|20:59:35|55044.49774767156|None
4087d0b5-80f5-49b7-8d31-1d3de3164473|c1d033d1-a78b-4e6b-bc90-81db58d80481|b7aac3b8-d933-467c-a888-5234e62db0b7|09/20/2016|22:55:55|31787.19482352793|None
3351ac9a-9718-4e40-b2b8-c8be8fbe0c97|48a15c3e-9aab-4da8-875c-ff814b4fcac5|8ec8b59e-15f5-457c-bbc5-9e7f2ac0b3d2|11/04/2016|10:44:12|15106.63275517987|None
35d8dcb2-66a0-4f36-8eca-7aa8b384c81e|48a15c3e-9aab-4da8-875c-ff814b4fcac5|01167024-2740-4953-9533-f3d1ea274b4e|17/10/2015|20:59:35|54755.98658488895|None
3a6e5daf-bd9e-4032-9855-c17c33bf07e7|cd4aed0c-1d2e-4e05-9c27-f21dad8edb3e|c1d033d1-a78b-4e6b-bc90-81db58d80481|06/07/2016|09:38:41|14118.9362121516|None
